date,pm10,ws,wd,T,RH,Pb,Cd,Fe,Mn,Mg,Ni,Zn,Be,Ca,Cu,monsoon,MonsoonCo,day,Station,,F1,,F1,F2,F3,F4,,DF,,DF-Air
11/16/11,24.9,2.01,125,28.63,68.74,0.0007054,0,0.0016598,0,0.0049793,0,0.0012448,0,0.0204564,0,FTM,1,weekday,1,,0.28,,-0.22,0.79,-0.80,-0.37,,-1.09571533,,1.572036922
11/20/11,12.55,1.33,128,30.12,60.88,0.000795,0,0.0003766,0,0.0043515,0,0.0008787,0,0.0134728,0,FTM,1,weekend,1,,0.05,,-0.28,0.38,-0.81,-0.35,,-0.852853944,,1.882821058
11/23/11,20.7,1.11,158,27.36,76.45,0.0026501,0.0001656,0.0005797,0,0.0030642,4.14E-05,0.0016563,0,0.0101863,0,FTM,1,weekday,1,,0.21,,0.58,1.05,-0.71,-0.55,,-0.056470597,,-0.210386223
11/27/11,30.77,1.38,141,29.4,72.99,0.0012692,0.0001154,0.0065769,0.0002308,0.005,0.0001923,0.0012308,0,0.0241538,0,FTM,1,weekend,1,,0.24,,1.37,0.95,-0.84,-0.37,,-1.137114222,,0.960739938
11/30/11,20.83,1.22,130,30.5,65.22,0.0019167,0.0002083,0.0052083,0.0004583,0.0070417,0,0.003,0,0.049875,0,FTM,1,weekday,1,,0.09,,1.66,3.15,-0.56,-0.40,,-1.752292733,,1.724469969
12/4/11,12.45,1.81,152,27.77,75.48,0,0,0.0004979,0,0.0003734,0,0.0015353,0,0.0034855,0,NEM,1,weekend,1,,0.39,,-0.34,-0.66,-0.47,-0.47,,-0.088014383,,0.372370228
12/7/11,50.1,1.22,144,29.11,70.37,0,0,0.0002312,0,0.0003854,3.85E-05,0.002158,0,0.0041233,0,NEM,1,weekday,1,,0.17,,-0.43,-0.55,-0.28,-0.51,,0.140146378,,0.843797038
12/11/11,44.12,1.51,181,29.06,64.25,0,0,0.0005147,3.68E-05,0.0016176,7.35E-05,0.0082721,3.68E-05,0.0205882,7.35E-05,NEM,1,weekend,1,,0.32,,-0.87,1.16,1.11,-0.85,,1.747198681,,0.298478872
12/14/11,45.38,1.98,270,29.61,62.91,0,0.0014587,0.0020421,0.0016207,0.0026256,0.0016532,0.0092707,0.0015235,0.0220097,0.0017828,NEM,1,weekday,1,,0.81,,6.47,-0.69,5.26,2.42,,1.608229981,,-1.434916815
12/17/11,20.75,2.01,106,29.54,64.9,0,0,0.0006639,0,0.0019087,4.15E-05,0.0101245,0,0.0276349,8.30E-05,NEM,1,weekend,1,,0.18,,-1.11,1.85,1.47,-0.99,,2.115709089,,2.400696179
12/20/11,8.15,1.86,269,29.7,62.98,0,0,0.0010998,4.07E-05,0.0020367,0.0001222,0.0014257,0,0.0160489,0.0001222,NEM,1,weekday,1,,0.78,,-0.28,0.04,-0.42,-0.26,,-0.85085175,,-1.44182412
12/31/11,27.87,1.65,209,29.4,65.42,0,0,0.0003136,0,0.0010801,3.48E-05,0.0047735,0,0.017108,0,NEM,1,weekend,1,,0.50,,-0.72,0.59,0.29,-0.68,,0.511389633,,-0.266502588
2/1/12,12.4,1.54,182,29.88,62.95,0,0,0.0003719,0,0.001281,4.13E-05,0.0056612,0,0.0202893,0,NEM,1,weekday,1,,0.34,,-0.80,0.89,0.49,-0.74,,0.705151426,,0.545378278
2/3/12,65.57,2,165,28.26,71.41,0,0,0.0005328,4.10E-05,0,4.10E-05,0.0020082,0,0,0,NEM,1,weekday,1,,0.46,,-0.24,-0.87,-0.31,-0.51,,0.315891872,,0.419382162
2/8/12,82.82,1.3,85,31.07,59.8,0,0,0.0002899,0,0.0002484,0,0.0035611,0,0,0,NEM,1,weekday,1,,-0.11,,-0.47,-0.64,0.00,-0.63,,0.935948507,,3.179448354
2/11/12,29.68,1.24,127,30.88,56.48,0,0,0.0005937,0,3.71E-05,3.71E-05,0.0008905,0,0.0031169,0,NEM,1,weekend,1,,-0.01,,-0.28,-0.78,-0.58,-0.43,,-0.31944162,,2.225823501
2/15/12,66.93,1.13,87,29.53,67.7,0,0,0.0011417,3.94E-05,0.0007087,3.94E-05,0.0021654,0,0.0001969,7.87E-05,NEM,1,weekday,1,,-0.10,,-0.17,-0.87,-0.32,-0.43,,0.330508681,,2.372342263
2/18/12,27.67,2.06,172,29.2,67.87,0,0,0.0004743,0,0.0002767,0,0.0024111,0,0.0023715,0.0009091,NEM,1,weekend,1,,0.49,,-0.25,-0.93,-0.19,0.33,,0.029402527,,0.649607481
2/22/12,50.85,0,0,0,0,0,0,0.005,0.0001271,0.0010593,8.47E-05,0.0032203,0,0.0038983,0.0001695,NEM,1,weekday,1,,-2.56,,0.48,-0.71,-0.27,-0.47,,0.575799001,,-1.077994978
2/25/12,41.49,0,0,0,0,0,0,0,0.0001245,0.0011618,4.15E-05,0.0027386,0,0.0086307,0.000249,NEM,1,weekend,1,,-2.56,,-0.24,-0.31,-0.10,-0.26,,0.056318327,,-1.077994978
2/29/12,65.98,2.36,156,28.8,72.52,0,0,0.0110928,0.0001237,0.0005773,4.12E-05,0.0010309,0,0,0.0002062,NEM,1,weekday,1,,0.55,,1.53,-1.41,-1.18,-0.41,,-0.092241899,,0.884813028
3/3/12,47.06,1.13,161,27.74,72.34,0,0,0.0006275,0,0.0012549,0,0.0062353,0,0.0162745,0,NEM,1,weekend,1,,0.19,,-0.76,0.71,0.56,-0.80,,1.150982235,,-0.023884268
3/7/12,36.5,1.51,163,29.11,71.75,0,0,0,8.26E-05,0.0015702,0,0.0019835,0,0,4.13E-05,NEM,1,weekday,1,,0.34,,-0.24,-0.83,-0.33,-0.40,,0.25094332,,0.462877067
3/14/12,87.43,2.73,166,29.46,68.46,0,0,0,0.000123,0.0057377,8.20E-05,0.0072131,0,0.0375,0.000123,NEM,1,weekday,1,,0.67,,-0.89,2.18,0.87,-0.53,,0.307202903,,1.123358517
3/21/12,56.69,1.57,158,29.02,75.41,0.0043443,0.0003689,0.0018852,0.000123,0.0088115,8.20E-05,0.0098361,0,0.040041,0.0003279,NEM,1,weekday,1,,0.38,,1.07,4.58,1.03,-0.66,,1.743009358,,0.449120168
3/24/12,77.82,1.68,158,30.79,65.39,0,0,0.0020248,0.000124,0.0069421,4.13E-05,0.0041736,0,0.0128926,4.13E-05,NEM,1,weekend,1,,0.35,,-0.20,0.28,0.03,-0.36,,0.368870666,,1.320315617
3/28/12,43.54,3.28,134,29.31,70.35,0,0,0.0009388,0.0001224,0.0021633,4.08E-05,0.0039184,0,0.0069796,4.08E-05,NEM,1,weekday,1,,0.71,,-0.22,-0.21,0.08,-0.53,,0.683484646,,2.013414679
3/30/12,60.3,1.48,137,29.93,65.76,0,0,0.0011382,0.000122,0.005813,0.000122,0.0071545,0,0.0284146,8.13E-05,NEM,1,weekday,1,,0.18,,-0.65,1.56,0.83,-0.57,,0.793828699,,1.502495421
4/4/12,18.4,2.31,163,29.49,71.95,0,0,0.001636,0.0001227,0.0022086,4.09E-05,0.0031084,0,0.0004049,0,STM,2,weekday,1,,0.58,,-0.01,-0.73,-0.14,-0.52,,0.716624896,,0.894043784
4/8/12,36.96,1.83,141,30.49,65.23,0,0,0.0004184,8.37E-05,0.0041423,8.37E-05,0.0055649,0,0.0213389,4.18E-05,STM,2,weekend,1,,0.31,,-0.65,0.96,0.49,-0.56,,0.549645586,,1.719277026
4/11/12,59.36,0,0,0,0,0,0,0.0005479,0.0001566,0.0048141,3.91E-05,0.0037182,0,0.0160078,3.91E-05,STM,2,weekday,1,,-2.56,,-0.31,0.41,0.03,-0.39,,0.060746275,,-1.077994978
4/14/12,66.25,0,0,0,0,0,0,0.0005797,8.28E-05,0.004265,4.14E-05,0.0035611,0,0.0120497,0.0001242,STM,2,weekend,1,,-2.56,,-0.40,0.12,0.00,-0.33,,0.180169536,,-1.077994978
4/18/12,55.44,1.88,110,30.85,65.87,0,0,0.0007302,0.0001217,0.0032049,4.06E-05,0.0024746,0,0.0180527,0.0001623,STM,2,weekday,1,,0.22,,-0.25,0.32,-0.24,-0.25,,-0.569718367,,2.548917518
4/22/12,52.92,2.26,136,30.38,72.14,0,0,0,8.25E-05,0.0009485,0,0.0011546,0,0,4.12E-05,STM,2,weekend,1,,0.49,,-0.18,-0.94,-0.52,-0.36,,-0.076785895,,1.737805886
4/25/12,65.12,1.52,144,29.74,72.98,0,0,0.0015861,3.87E-05,0,0.0002708,0.0018569,0,0.0023211,0.0001934,STM,2,weekday,1,,0.31,,-0.08,-0.93,-0.17,-0.30,,0.11239329,,1.036223311
5/3/12,24.75,1.44,151,27.09,78.16,0,0,0.0020432,3.93E-05,0,0.0001965,0.0019646,0,0.0033792,0.0005108,STM,2,weekday,1,,0.29,,0.02,-0.94,-0.22,-0.02,,-0.016836488,,-0.034953401
5/6/12,50.1,0.73,97,28.61,78.45,0,0,0.0014196,4.18E-05,0,0.0002505,0.0017119,0,0.0024217,0.0001253,STM,2,weekend,1,,-0.07,,-0.10,-0.90,-0.22,-0.35,,0.06583839,,1.329099976
5/9/12,51.18,1.98,200,31.16,63.02,0,0,0.0027639,3.84E-05,0,0.0004223,0.0058733,0,0.0075624,0.0002303,STM,2,weekday,1,,0.58,,-0.22,-0.24,0.81,-0.57,,1.51361633,,0.62834984
5/13/12,40.11,0.96,113,28.47,73.08,0,0,0.0028216,4.15E-05,0.0031535,0.0073444,0.0104149,0,0.0131535,0.000332,STM,2,weekend,1,,-0.02,,-0.60,-1.98,8.80,0.53,,4.23781088,,1.208597657
